a b
0.0 0.04761904761904762
1.0022271714922049 0.08766961831731288
2.0044543429844097 0.10632610903736782
3.0066815144766146 0.129698554906517
4.008908685968819 0.1518312821881125
5.011135857461024 0.1671060272914478
6.013363028953229 0.18468667079043777
7.015590200445434 0.20018412065941243
8.017817371937639 0.21158772562888503
9.020044543429844 0.2181895632873964
10.022271714922049 0.22540882161890838
11.024498886414253 0.27419310828187704
12.026726057906458 0.23857798016891207
13.028953229398663 0.21379597097351657
14.031180400890868 0.19856583294531363
15.033407572383073 0.22247675123275568
16.035634743875278 0.2338589375072862
17.037861915367483 0.2655241812754535
18.040089086859687 0.2719762040142858
19.042316258351892 0.2709716413348731
20.044543429844097 0.26593285744285544
21.046770601336302 0.2644001984434374
22.048997772828507 0.208750707047799
23.051224944320712 0.17166458001417714
24.053452115812917 0.1723249825200379
25.05567928730512 0.15985032137512378
26.057906458797326 0.13314097502769498
27.06013363028953 0.10197521083351836
28.062360801781736 0.07826117761286154
29.06458797327394 0.0705418892793663
30.066815144766146 0.08293638248261656
31.06904231625835 0.11035018611265633
32.071269487750556 0.10872354584827922
33.073496659242764 0.16432195138298564
34.075723830734965 0.1834400319861273
35.07795100222717 0.16722217726875094
36.080178173719375 0.1684836083599405
37.08240534521158 0.16417863772987398
38.084632516703785 0.18985654895805562
39.086859688195986 0.2074894016871708
40.089086859688194 0.21802982626397716
41.0913140311804 0.2156170659641013
42.093541202672604 0.19556450056623104
43.095768374164805 0.23884760764490753
44.097995545657014 0.23290245628930978
45.10022271714922 0.23698860431277685
46.102449888641424 0.27107146439022817
47.104677060133625 0.30523816564351364
48.10690423162583 0.32566465594582455
49.10913140311804 0.29526558082702153
50.11135857461024 0.26839352981764214
51.113585746102444 0.20984348035491301
52.11581291759465 0.1868258942466765
53.11804008908686 0.17902217545702226
54.12026726057906 0.15286931327031866
55.122494432071264 0.11585622135398069
56.12472160356347 0.1146772753905379
57.12694877505568 0.10312485658377181
58.12917594654788 0.0871785675190432
59.13140311804008 0.08210058734571608
60.13363028953229 0.10623893983572455
61.1358574610245 0.12378121335801612
62.1380846325167 0.16326164884600144
63.1403118040089 0.16823711834159047
64.14253897550111 0.13956919721261093
65.14476614699332 0.14081146510759474
66.14699331848553 0.15828002848213465
67.14922048997772 0.14312973898210035
68.15144766146993 0.1648445828316064
69.15367483296214 0.17814731264873232
70.15590200445433 0.21523667531908794
71.15812917594654 0.22535371042536254
72.16035634743875 0.2355393615928107
73.16258351893096 0.24009046628407843
74.16481069042317 0.24361108834657308
75.16703786191536 0.3051806341230752
76.16926503340757 0.34121009572370964
77.17149220489978 0.30563993546693574
78.17371937639197 0.30839719741485194
79.17594654788418 0.26322303795036284
80.17817371937639 0.24844433694993354
81.1804008908686 0.1841456309966591
82.1826280623608 0.16512509349631116
83.184855233853 0.13662508839757448
84.18708240534521 0.1330251374552971
85.18930957683742 0.14446837630888418
86.19153674832961 0.12445933806124974
87.19376391982182 0.09501699965769252
88.19599109131403 0.10498351781821988
89.19821826280624 0.11817282415335856
90.20044543429844 0.1326302062810733
91.20267260579064 0.12778321921024333
92.20489977728285 0.15177733873049365
93.20712694877506 0.12716003451026728
94.20935412026725 0.13546796001065728
95.21158129175946 0.12134015012382979
96.21380846325167 0.105448093985288
97.21603563474387 0.13511964870120194
98.21826280623608 0.18857009419310924
99.22048997772828 0.20538922211931418
100.22271714922049 0.22733248424097688
101.2249443207127 0.23268965626376442
102.22717149220489 0.268047084870982
103.2293986636971 0.27573448743508955
104.2316258351893 0.30086230332585795
105.23385300668151 0.31195412512907317
106.23608017817372 0.29709000619013526
107.23830734966592 0.305342118740328
108.24053452115812 0.3038359570104119
109.24276169265033 0.2200859154648602
110.24498886414253 0.18492387743074082
111.24721603563474 0.153356985681892
112.24944320712694 0.1636218128368874
113.25167037861915 0.15309855271914968
114.25389755011136 0.15242673340980306
115.25612472160356 0.1490237430228827
116.25835189309576 0.1284793651939524
117.26057906458797 0.14268552982419133
118.26280623608017 0.12692214304896246
119.26503340757237 0.10764944675950855
120.26726057906458 0.12550330579023686
121.26948775055679 0.13377142927175517
122.271714922049 0.128703759073975
123.2739420935412 0.09675459237224433
124.2761692650334 0.10004847438766018
125.27839643652561 0.09449972280437621
126.2806236080178 0.12947923028338848
127.28285077951001 0.17524177862263515
128.28507795100222 0.18171092788254162
129.28730512249442 0.23390495073247303
130.28953229398664 0.2714111333849391
131.29175946547883 0.28018034437010797
132.29398663697106 0.2697525807502925
133.29621380846325 0.26423325154089716
134.29844097995544 0.2983524644891724
135.30066815144767 0.2996303362993075
136.30289532293986 0.2914094422488522
137.30512249443206 0.2745253013579412
138.30734966592428 0.2095256053401665
139.30957683741647 0.1921835142330729
140.31180400890867 0.1901391824020315
141.3140311804009 0.16596571572162688
142.31625835189308 0.16202956298542265
143.3184855233853 0.18219583322305793
144.3207126948775 0.19226549608126162
145.3229398663697 0.18332808500966088
146.32516703786192 0.14541143146131327
147.3273942093541 0.1383186738111111
148.32962138084633 0.10599540097705804
149.33184855233853 0.125063848032501
150.33407572383072 0.11801058670781302
151.33630289532294 0.09195586111198722
152.33853006681514 0.09000587843597661
153.34075723830733 0.09596481791262518
154.34298440979956 0.0968915156888691
155.34521158129175 0.10768380027335481
156.34743875278394 0.15260034994168864
157.34966592427617 0.20103260210212912
158.35189309576836 0.23543594904630152
159.35412026726058 0.2889981645089047
160.35634743875278 0.24461868796571273
161.35857461024497 0.25581322383252375
162.3608017817372 0.2623968677787047
163.3630289532294 0.27661633019639364
164.3652561247216 0.2631028041035966
165.3674832962138 0.24521885684903416
166.369710467706 0.2574140662121166
167.37193763919822 0.23936327294184234
168.37416481069042 0.20663003128654694
169.3763919821826 0.206184219462351
170.37861915367483 0.16933047372011598
171.38084632516703 0.20424204087179862
172.38307349665922 0.22741005026489075
173.38530066815144 0.2291464141643174
174.38752783964364 0.19051262704895128
175.38975501113586 0.1743293199597542
176.39198218262806 0.15106330388726302
177.39420935412025 0.12720689853198025
178.39643652561247 0.09531708101834736
179.39866369710467 0.097714058251333
180.4008908685969 0.08220553020292197
181.40311804008908 0.09804725131672024
182.40534521158128 0.09534452660069717
183.4075723830735 0.0847474988152731
184.4097995545657 0.1037863244073074
185.4120267260579 0.16467411324704093
186.4142538975501 0.1917025203021357
187.4164810690423 0.2227395183759065
188.4187082405345 0.23901244956835493
189.42093541202672 0.25781335360855223
190.42316258351892 0.23517064989682837
191.42538975501114 0.25248964576258165
192.42761692650333 0.21556369238719936
193.42984409799553 0.21800382457310216
194.43207126948775 0.24397331989951243
195.43429844097994 0.26135222426337357
196.43652561247217 0.2496950153019297
197.43875278396436 0.212623493014823
198.44097995545656 0.22477897194783747
199.44320712694878 0.2313586305888448
200.44543429844097 0.22418784424408686
201.44766146993317 0.25926902966592835
202.4498886414254 0.22386807006938608
203.45211581291758 0.22541953886258365
204.45434298440978 0.2096868237673217
205.456570155902 0.1678006438736102
206.4587973273942 0.11482644683679423
207.46102449888642 0.08465510185355299
208.4632516703786 0.09520891761851474
209.4654788418708 0.08927070881809165
210.46770601336303 0.08748730131131646
211.46993318485522 0.09586265091289811
212.47216035634744 0.09203899369586806
213.47438752783964 0.12504386946735524
214.47661469933183 0.14699409710659542
215.47884187082406 0.1634032552234993
216.48106904231625 0.18863958815082438
217.48329621380844 0.2376452471345269
218.48552338530067 0.23782197073999473
219.48775055679286 0.20980500250382142
220.48997772828506 0.19359535901108044
221.49220489977728 0.19401586791262015
222.49443207126947 0.20549357674479304
223.4966592427617 0.2368812994116353
224.4988864142539 0.2484012767715276
225.50111358574608 0.24113349151163713
226.5033407572383 0.26574363264393375
227.5055679287305 0.2712371003492792
228.50779510022272 0.2671026176701077
229.51002227171492 0.23285009633195655
230.5122494432071 0.25808168886378896
231.51447661469933 0.26782881838753114
232.51670378619153 0.23929443758377864
233.51893095768372 0.22130065533697918
234.52115812917594 0.15983323194926752
235.52338530066814 0.11203378423166559
236.52561247216033 0.10571579874688797
237.52783964365256 0.08643337958749124
238.53006681514475 0.08852286737123218
239.53229398663697 0.08442981700273305
240.53452115812917 0.12287677469066542
241.53674832962136 0.11527587128699092
