a b c
0.0 0.00980392156862745 0.019607843137254898
0.0 0.010656436487638534 0.019607843137254898
0.0 0.011508951406649617 0.019607843137254898
0.0 0.012361466325660698 0.019607843137254898
0.0 0.013213981244671782 0.019607843137254898
0.0 0.014066496163682864 0.019607843137254898
0.0 0.014919011082693947 0.019607843137254898
0.0 0.01577152600170503 0.019607843137254898
0.0 0.016624040920716114 0.019607843137254898
0.0 0.017476555839727195 0.019607843137254898
0.0 0.018329070758738276 0.019607843137254898
0.0 0.01918158567774936 0.019607843137254898
0.0 0.020034100596760442 0.019607843137254898
0.0 0.020886615515771527 0.019607843137254898
0.0 0.021739130434782608 0.019607843137254898
0.0 0.02259164535379369 0.019607843137254898
0.0 0.023444160272804774 0.019607843137254898
0.0 0.02429667519181586 0.019607843137254898
0.0 0.02514919011082694 0.019607843137254898
0.0 0.02600170502983802 0.019607843137254898
0.0 0.026854219948849106 0.019607843137254898
0.0 0.027706734867860187 0.019607843137254898
0.0 0.02855924978687127 0.019607843137254898
0.0 0.029411764705882353 0.019607843137254898
 
2.217391304347826 0.00980392156862745 0.061525365938632615
2.217391304347826 0.010656436487638534 0.06590525139965384
2.217391304347826 0.011508951406649617 0.0703328204140095
2.217391304347826 0.012361466325660698 0.0747896882457547
2.217391304347826 0.013213981244671782 0.07925697861540466
2.217391304347826 0.014066496163682864 0.08371543342614896
2.217391304347826 0.014919011082693947 0.08814552606836284
2.217391304347826 0.01577152600170503 0.0925275775404298
2.217391304347826 0.016624040920716114 0.09684187459912318
2.217391304347826 0.017476555839727195 0.10106878913374916
2.217391304347826 0.018329070758738276 0.10518889794510261
2.217391304347826 0.01918158567774936 0.10918310210317084
2.217391304347826 0.020034100596760442 0.11303274505647651
2.217391304347826 0.020886615515771527 0.11671972867104023
2.217391304347826 0.021739130434782608 0.12022662638814893
2.217391304347826 0.02259164535379369 0.12353679270733174
2.217391304347826 0.023444160272804774 0.12663446822410437
2.217391304347826 0.02429667519181586 0.12950487948098394
2.217391304347826 0.02514919011082694 0.1321343329247244
2.217391304347826 0.02600170502983802 0.13451030230257116
2.217391304347826 0.026854219948849106 0.1366215088751165
2.217391304347826 0.027706734867860187 0.13845799387290006
2.217391304347826 0.02855924978687127 0.1400111826777446
2.217391304347826 0.029411764705882353 0.14127394026761564
 
4.434782608695652 0.00980392156862745 0.13440743572404257
4.434782608695652 0.010656436487638534 0.1532935037038171
4.434782608695652 0.011508951406649617 0.17310533160357963
4.434782608695652 0.012361466325660698 0.193594833571507
4.434782608695652 0.013213981244671782 0.21448371258505117
4.434782608695652 0.014066496163682864 0.23546879686083028
4.434782608695652 0.014919011082693947 0.2562282211499183
4.434782608695652 0.01577152600170503 0.27642830485831055
4.434782608695652 0.016624040920716114 0.29573095555939666
4.434782608695652 0.017476555839727195 0.3138014077638709
4.434782608695652 0.018329070758738276 0.3303160934201548
4.434782608695652 0.01918158567774936 0.34497043301561026
4.434782608695652 0.020034100596760442 0.35748633464329277
4.434782608695652 0.020886615515771527 0.3676191931137372
4.434782608695652 0.021739130434782608 0.3751641920592357
4.434782608695652 0.02259164535379369 0.37996172874219614
4.434782608695652 0.023444160272804774 0.38190180349942077
4.434782608695652 0.02429667519181586 0.3809272428191643
4.434782608695652 0.02514919011082694 0.37703565619269114
4.434782608695652 0.02600170502983802 0.370280061212042
4.434782608695652 0.026854219948849106 0.3607681479012472
4.434782608695652 0.027706734867860187 0.3486601908979991
4.434782608695652 0.02855924978687127 0.3341656557337318
4.434782608695652 0.029411764705882353 0.3175385819742839
 
6.6521739130434785 0.00980392156862745 0.1463280246082556
6.6521739130434785 0.010656436487638534 0.18455674475813238
6.6521739130434785 0.011508951406649617 0.22783246191989429
6.6521739130434785 0.012361466325660698 0.27539237749127055
6.6521739130434785 0.013213981244671782 0.3261717092103161
6.6521739130434785 0.014066496163682864 0.3788333764939204
6.6521739130434785 0.014919011082693947 0.4318160062623032
6.6521739130434785 0.01577152600170503 0.483398307883836
6.6521739130434785 0.016624040920716114 0.5317767119182712
6.6521739130434785 0.017476555839727195 0.5751521776110563
6.6521739130434785 0.018329070758738276 0.6118213214153311
6.6521739130434785 0.01918158567774936 0.6402665614108664
6.6521739130434785 0.020034100596760442 0.6592398495325922
6.6521739130434785 0.020886615515771527 0.667834791997509
6.6521739130434785 0.021739130434782608 0.6655425313777095
6.6521739130434785 0.02259164535379369 0.6522876507605241
6.6521739130434785 0.023444160272804774 0.62844150864511
6.6521739130434785 0.02429667519181586 0.5948117511738804
6.6521739130434785 0.02514919011082694 0.5526081904481892
6.6521739130434785 0.02600170502983802 0.5033866901700615
6.6521739130434785 0.026854219948849106 0.4489740669017892
6.6521739130434785 0.027706734867860187 0.3913782057382861
6.6521739130434785 0.02855924978687127 0.33268852305454144
6.6521739130434785 0.029411764705882353 0.2749725227709798
 
8.869565217391305 0.00980392156862745 0.08225171456040259
8.869565217391305 0.010656436487638534 0.12491589799170738
8.869565217391305 0.011508951406649617 0.1812139861584432
8.869565217391305 0.012361466325660698 0.2508977736780105
8.869565217391305 0.013213981244671782 0.33245768112651025
8.869565217391305 0.014066496163682864 0.42308331574209873
8.869565217391305 0.014919011082693947 0.5187592685077881
8.869565217391305 0.01577152600170503 0.6144978562434888
8.869565217391305 0.016624040920716114 0.7046946910090371
8.869565217391305 0.017476555839727195 0.7835778487877216
8.869565217391305 0.018329070758738276 0.8457088954189838
8.869565217391305 0.01918158567774936 0.8864857495852002
8.869565217391305 0.020034100596760442 0.9025945039642659
8.869565217391305 0.020886615515771527 0.8923604503320026
8.869565217391305 0.021739130434782608 0.8559575163639618
8.869565217391305 0.02259164535379369 0.7954492619765385
8.869565217391305 0.023444160272804774 0.714652015456228
8.869565217391305 0.02429667519181586 0.6188297089856868
8.869565217391305 0.02514919011082694 0.5142483227051988
8.869565217391305 0.02600170502983802 0.40763341948087023
8.869565217391305 0.026854219948849106 0.3055851949669093
8.869565217391305 0.027706734867860187 0.21401044808856473
8.869565217391305 0.02855924978687127 0.1376292560795565
8.869565217391305 0.029411764705882353 0.07960605289964617
 
11.08695652173913 0.00980392156862745 0.022997844021127183
11.08695652173913 0.010656436487638534 0.04071896529080461
11.08695652173913 0.011508951406649617 0.07865289260702447
11.08695652173913 0.012361466325660698 0.14085855844316536
11.08695652173913 0.013213981244671782 0.22873423684223776
11.08695652173913 0.014066496163682864 0.3402157867637581
11.08695652173913 0.014919011082693947 0.46944899565570086
11.08695652173913 0.01577152600170503 0.6070562547776712
11.08695652173913 0.016624040920716114 0.7410203868103162
11.08695652173913 0.017476555839727195 0.8580982886405019
11.08695652173913 0.018329070758738276 0.945574385224679
11.08695652173913 0.01918158567774936 0.9930887401158324
11.08695652173913 0.020034100596760442 0.9942428909404257
11.08695652173913 0.020886615515771527 0.9477064514356793
11.08695652173913 0.021739130434782608 0.85761817501635
11.08695652173913 0.02259164535379369 0.733185802983049
11.08695652173913 0.023444160272804774 0.5875209784341937
11.08695652173913 0.02429667519181586 0.43587551000185687
11.08695652173913 0.02514919011082694 0.2935496931240331
11.08695652173913 0.02600170502983802 0.17380275594652395
11.08695652173913 0.026854219948849106 0.08609823208173846
11.08695652173913 0.027706734867860187 0.03496187323818488
11.08695652173913 0.02855924978687127 0.019625964901653394
